Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
102060,SpiceJet,SG-438,Bangalore,Early_Morning,zero,Morning,Mumbai,Economy,1.75,46,2202.0
102061,SpiceJet,SG-635,Bangalore,Evening,zero,Night,Mumbai,Economy,2.0,46,2202.0
102062,Air_India,AI-640,Bangalore,Early_Morning,zero,Morning,Mumbai,Economy,1.83,46,2208.0
102063,Air_India,AI-610,Bangalore,Evening,zero,Night,Mumbai,Economy,1.92,46,2208.0
102064,Air_India,AI-604,Bangalore,Morning,zero,Morning,Mumbai,Economy,2.0,46,2208.0
102065,AirAsia,I5-1782,Bangalore,Night,one,Late_Night,Mumbai,Economy,5.67,46,2203.0
102066,AirAsia,I5-736,Bangalore,Late_Night,one,Early_Morning,Mumbai,Economy,5.83,46,2203.0
102067,AirAsia,I5-722,Bangalore,Late_Night,one,Early_Morning,Mumbai,Economy,6.08,46,2203.0
102068,AirAsia,I5-1454,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.42,46,2203.0
102069,AirAsia,I5-1622,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.67,46,2203.0
102070,AirAsia,I5-749,Bangalore,Night,one,Early_Morning,Mumbai,Economy,8.42,46,2203.0
102071,AirAsia,I5-972,Bangalore,Evening,two_or_more,Late_Night,Mumbai,Economy,10.17,46,2203.0
102072,AirAsia,I5-1782,Bangalore,Night,one,Early_Morning,Mumbai,Economy,10.92,46,2203.0
102073,AirAsia,I5-1451,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,13.92,46,2203.0
102074,AirAsia,I5-972,Bangalore,Evening,two_or_more,Early_Morning,Mumbai,Economy,15.42,46,2203.0
102075,AirAsia,I5-1528,Bangalore,Early_Morning,one,Night,Mumbai,Economy,16.08,46,2203.0
102076,Indigo,6E-5399,Bangalore,Afternoon,zero,Afternoon,Mumbai,Economy,1.75,46,2309.0
102077,Indigo,6E-5323,Bangalore,Early_Morning,zero,Morning,Mumbai,Economy,1.83,46,2309.0
102078,GO_FIRST,G8-395,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.75,46,2423.0
102079,Indigo,6E-356,Bangalore,Evening,one,Night,Mumbai,Economy,4.75,46,3012.0
102080,Indigo,6E-6012,Bangalore,Afternoon,one,Night,Mumbai,Economy,5.25,-46,3012.0
102081,Indigo,6E-541,Bangalore,Morning,one,Afternoon,Mumbai,Economy,5.67,46,3012.0
102082,Indigo,6E-6017,Bangalore,Evening,one,Night,Mumbai,Economy,5.83,46,3012.0
102083,Indigo,6E-6012,Bangalore,Afternoon,one,Night,Mumbai,Economy,6.0,46,3012.0
102084,Indigo,6E-841,Bangalore,Afternoon,one,Night,Mumbai,Economy,6.33,46,3012.0
102085,Indigo,6E-356,Bangalore,Evening,one,Night,Mumbai,Economy,6.75,46,3012.0
102086,Indigo,6E-841,Bangalore,Afternoon,one,Night,Mumbai,Economy,7.08,46,3012.0
102087,Indigo,6E-6825,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,7.17,46,3012.0
102088,Indigo,6E-575,Bangalore,Night,one,Early_Morning,Mumbai,Economy,7.83,46,3012.0
102089,Indigo,6E-6012,Bangalore,Afternoon,one,Night,Mumbai,Economy,8.0,46,3012.0
