Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
55710,Air_India,AI-864,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,25.92,18,6082.0
55711,Air_India,AI-663,Mumbai,Afternoon,one,Night,Bangalore,Economy,9.08,18,6090.0
55712,Vistara,UK-954,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,5.83,18,6450.0
55713,Vistara,UK-958,Mumbai,Afternoon,one,Evening,Bangalore,Economy,6.42,18,6450.0
55714,Vistara,UK-994,Mumbai,Morning,one,Evening,Bangalore,Economy,6.58,18,6450.0
55715,Vistara,UK-960,Mumbai,Morning,one,Evening,Bangalore,Economy,6.92,18,6450.0
55716,Vistara,UK-902,Mumbai,Afternoon,one,Night,Bangalore,Economy,6.92,18,6450.0
55717,Vistara,UK-902,Mumbai,Afternoon,one,Night,Bangalore,Economy,7.58,18,6450.0
55718,Vistara,UK-958,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.0,18,6450.0
55719,Vistara,UK-944,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.0,18,6450.0
55720,Vistara,UK-970,Mumbai,Morning,one,Evening,Bangalore,Economy,8.25,18,6450.0
55721,Vistara,UK-994,Mumbai,Morning,one,Evening,Bangalore,Economy,8.42,18,6450.0
55722,Vistara,UK-960,Mumbai,Morning,one,Night,Bangalore,Economy,8.5,18,6450.0
55723,Vistara,UK-944,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.67,18,6450.0
55724,Vistara,UK-986,Mumbai,Night,one,Morning,Bangalore,Economy,9.92,18,6450.0
55725,Vistara,UK-994,Mumbai,Morning,one,Night,Bangalore,Economy,10.0,18,6450.0
55726,Vistara,UK-970,Mumbai,Morning,one,Evening,Bangalore,Economy,10.08,18,6450.0
55727,Vistara,UK-958,Mumbai,Afternoon,one,Night,Bangalore,Economy,10.25,18,6450.0
55728,Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Economy,13.92,18,6450.0
55729,Vistara,UK-996,Mumbai,Evening,one,Morning,Bangalore,Economy,14.17,18,6450.0
55730,Vistara,UK-954,Mumbai,Early_Morning,one,Night,Bangalore,Economy,14.42,18,6450.0
55731,Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Economy,14.58,18,6450.0
55732,Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Economy,14.92,18,6450.0
55733,Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Economy,15.08,18,6450.0
55734,Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Economy,16.08,18,6450.0
55735,Vistara,UK-928,Mumbai,Early_Morning,one,Night,Bangalore,Economy,16.17,18,6450.0
55736,Vistara,UK-996,Mumbai,Evening,one,Morning,Bangalore,Economy,16.33,18,6450.0
55737,Vistara,UK-954,Mumbai,Early_Morning,one,Night,Bangalore,Economy,16.67,18,6450.0
55738,Vistara,UK-902,Mumbai,Afternoon,one,Morning,Bangalore,Economy,16.92,18,6450.0
55739,Air_India,AI-774,Mumbai,Night,one,Late_Night,Bangalore,Economy,28.92,18,6116.0
