Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
185670,Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Economy,11.83,37,8803.0
185671,Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Economy,12.67,37,8803.0
185672,Air_India,AI-672,Chennai,Evening,one,Night,Delhi,Economy,31.83,37,8492.0
185673,Indigo,6E-6215,Chennai,Evening,one,Night,Delhi,Economy,5.25,37,8638.0
185674,Indigo,6E-562,Chennai,Evening,one,Night,Delhi,Economy,6.67,37,8638.0
185675,Indigo,6E-6006,Chennai,Afternoon,one,Night,Delhi,Economy,8.0,37,8638.0
185676,SpiceJet,SG-329,Chennai,Afternoon,one,Evening,Delhi,Economy,26.42,37,8768.0
185677,SpiceJet,SG-520,Chennai,Afternoon,one,Evening,Delhi,Economy,26.58,37,16826.0
185678,Indigo,6E-2752,Chennai,Evening,zero,Night,Delhi,Economy,2.75,37,18038.0
185679,Indigo,6E-796,Chennai,Night,zero,Late_Night,Delhi,Economy,2.83,38,2329.0
185680,Vistara,UK-834,Chennai,Evening,zero,Evening,Delhi,Economy,2.75,38,2744.0
185681,AirAsia,I5-1531,Chennai,Night,one,Late_Night,Delhi,Economy,5.33,38,2477.0
185682,AirAsia,I5-1229,Chennai,Evening,two_or_more,Late_Night,Delhi,Economy,8.5,38,2477.0
185683,AirAsia,I5-1228,Chennai,Morning,one,Evening,Delhi,Economy,8.58,38,2477.0
185684,AirAsia,I5-1229,Chennai,Evening,two_or_more,Late_Night,Delhi,Economy,9.25,38,2477.0
185685,AirAsia,I5-5205,Chennai,Afternoon,one,Late_Night,Delhi,Economy,9.83,38,2477.0
185686,AirAsia,I5-557,Chennai,Night,one,Morning,Delhi,Economy,10.25,38,2477.0
185687,AirAsia,I5-1229,Chennai,Evening,two_or_more,Late_Night,Delhi,Economy,11.25,38,2477.0
185688,AirAsia,I5-319,Chennai,Morning,one,Night,Delhi,Economy,11.67,38,2477.0
185689,AirAsia,I5-5205,Chennai,Afternoon,one,Late_Night,Delhi,Economy,11.83,38,2477.0
185690,AirAsia,I5-517,Chennai,Morning,two_or_more,Night,Delhi,Economy,13.5,38,2477.0
185691,AirAsia,I5-319,Chennai,Morning,one,Late_Night,Delhi,Economy,15.17,38,2477.0
185692,AirAsia,I5-517,Chennai,Morning,two_or_more,Late_Night,Delhi,Economy,16.0,38,2477.0
185693,AirAsia,I5-517,Chennai,Morning,two_or_more,Late_Night,Delhi,Economy,17.0,38,2477.0
185694,AirAsia,I5-2461,Chennai,Evening,one,Morning,Delhi,Economy,17.83,38,2477.0
185695,SpiceJet,SG-8104,Chennai,Early_Morning,zero,Morning,Delhi,Economy,2.67,38,2568.0
185696,SpiceJet,SG-8108,Chennai,Night,zero,Late_Night,Delhi,Economy,2.75,38,2568.0
185697,Vistara,UK-836,Chennai,Morning,zero,Afternoon,Delhi,Economy,2.75,38,3062.0
185698,Vistara,UK-832,Chennai,Early_Morning,zero,Morning,Delhi,Economy,2.83,38,3062.0
185699,GO_FIRST,G8-505,Chennai,Evening,one,Late_Night,Delhi,Economy,7.0,38,2712.0
