Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
230220,Vistara,UK-940,Mumbai,Evening,one,Evening,Bangalore,Business,21.25,4,77120.0
230221,Vistara,UK-940,Mumbai,Evening,one,Evening,Bangalore,Business,23.08,4,77120.0
230222,Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Business,13.92,4,82317.0
230223,Vistara,UK-988,Mumbai,Night,one,Night,Bangalore,Business,23.5,4,82317.0
230224,Vistara,UK-910,Mumbai,Evening,one,Morning,Bangalore,Business,15.08,4,84512.0
230225,Vistara,UK-910,Mumbai,Evening,one,Morning,Bangalore,Business,18.25,4,84512.0
230226,Vistara,UK-910,Mumbai,Evening,one,Evening,Bangalore,Business,23.42,4,84512.0
230227,Vistara,UK-910,Mumbai,Evening,one,Evening,Bangalore,Business,No,4,84512.0
230228,Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Business,15.08,4,84557.0
230229,Vistara,UK-940,Mumbai,Evening,one,Night,Bangalore,Business,24.67,4,84557.0
230230,Vistara,UK-994,Mumbai,Morning,one,Evening,Bangalore,Business,6.58,4,84820.0
230231,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Bangalore,Business,10.0,4,88292.0
230232,Vistara,UK-910,Mumbai,Evening,one,Morning,Bangalore,Business,17.25,4,91949.0
230233,Vistara,UK-910,Mumbai,Evening,one,Night,Bangalore,Business,26.83,4,91949.0
230234,Vistara,UK-970,Mumbai,Morning,one,Evening,Bangalore,Business,8.25,4,95012.0
230235,Vistara,UK-863,Mumbai,Morning,zero,Morning,Bangalore,Business,1.67,5,20684.0
230236,Vistara,UK-849,Mumbai,Evening,zero,Evening,Bangalore,Business,23.760809812003394,5,20684.0
230237,Vistara,UK-845,Mumbai,Early_Morning,zero,Early_Morning,Bangalore,Business,1.83,5,20684.0
230238,Vistara,UK-857,Mumbai,Night,zero,Night,Bangalore,Business,1.83,5,20684.0
230239,Air_India,AI-639,Mumbai,Morning,zero,Morning,Bangalore,Business,24.989047334215115,5,20684.0
230240,Air_India,AI-607,Mumbai,Evening,zero,Evening,Bangalore,Business,1.75,5,20684.0
230241,Vistara,UK-853,Mumbai,Afternoon,zero,Evening,Bangalore,Business,1.75,5,26396.0
230242,Vistara,UK-865,Mumbai,Evening,zero,Night,Bangalore,Business,1.75,5,26396.0
230243,Vistara,UK-851,Mumbai,Early_Morning,zero,Morning,Bangalore,Business,1.83,5,26396.0
230244,Vistara,UK-841,Mumbai,Morning,one,Afternoon,Bangalore,Business,4.58,5,39766.0
230245,Air_India,AI-625,Mumbai,Morning,one,Night,Bangalore,Business,13.58,5,44571.0
230246,Air_India,AI-673,Mumbai,Early_Morning,one,Evening,Bangalore,Business,11.25,5,44787.0
230247,Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Bangalore,Business,12.25,5,48213.0
230248,Vistara,UK-651,Mumbai,Evening,one,Evening,Bangalore,Business,26.17,5,48213.0
230249,Vistara,UK-954,Mumbai,Early_Morning,one,Morning,Bangalore,Business,5.83,5,54608.0
