Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
128910,AirAsia,I5-991,Kolkata,Evening,one,Late_Night,Mumbai,Economy,8.33,12,3987.0
128911,AirAsia,I5-2991,Kolkata,Night,one,Early_Morning,Mumbai,Economy,9.67,12,3987.0
128912,AirAsia,I5-547,Kolkata,Evening,one,Early_Morning,Mumbai,Economy,10.58,12,3987.0
128913,AirAsia,I5-2473,Kolkata,Morning,one,Night,Mumbai,Economy,10.92,12,3987.0
128914,AirAsia,I5-552,Kolkata,Early_Morning,one,Night,Mumbai,Economy,14.58,12,3987.0
128915,AirAsia,I5-2473,Kolkata,Morning,one,Late_Night,Mumbai,Economy,14.92,12,3987.0
128916,AirAsia,I5-991,Kolkata,Evening,one,Early_Morning,Mumbai,Economy,15.0,12,3987.0
128917,AirAsia,I5-588,Kolkata,Afternoon,one,Night,Mumbai,Economy,7.08,12,7053.0
128918,AirAsia,I5-588,Kolkata,Afternoon,one,Late_Night,Mumbai,Economy,11.08,12,7053.0
128919,SpiceJet,SG-5088,Kolkata,Night,zero,Late_Night,Mumbai,Economy,2.83,12,
128920,SpiceJet,SG-489,Kolkata,Night,zero,Late_Night,Mumbai,Economy,2.83,12,7958.0
128921,Vistara,UK-772,Kolkata,Morning,zero,Afternoon,Mumbai,Economy,2.58,12,7959.0
128922,Vistara,UK-774,Kolkata,Night,zero,Night,Mumbai,Economy,2.92,12,7959.0
128923,Indigo,6E-7561,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,9.17,12,7802.0
128924,SpiceJet,SG-242,Kolkata,Morning,zero,Afternoon,Mumbai,Economy,2.75,12,7958.0
128925,GO_FIRST,G8-512,Kolkata,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.83,12,7958.0
128926,GO_FIRST,G8-7562,Kolkata,Afternoon,zero,Afternoon,Mumbai,Economy,2.83,12,7958.0
128927,GO_FIRST,G8-519,Kolkata,Evening,zero,Night,Mumbai,Economy,2.83,12,7958.0
128928,Indigo,6E-318,Kolkata,Late_Night,zero,Early_Morning,Mumbai,Economy,2.83,12,7959.0
128929,Indigo,6E-6214,Kolkata,Morning,zero,Afternoon,Mumbai,Economy,3.0,12,7959.0
128930,Indigo,6E-5327,Kolkata,Evening,zero,Night,Mumbai,Economy,3.0,12,7959.0
128931,Indigo,6E-139,Kolkata,Early_Morning,zero,Morning,Mumbai,Economy,3.17,12,7959.0
128932,Air_India,AI-676,Kolkata,Morning,zero,Afternoon,Mumbai,Economy,2.75,12,7959.0
128933,GO_FIRST,G8-704,Kolkata,Evening,one,Night,Mumbai,Economy,6.5,12,7958.0
128934,GO_FIRST,G8-227,Kolkata,Early_Morning,one,Afternoon,Mumbai,Economy,6.83,12,7958.0
128935,GO_FIRST,G8-102,Kolkata,Afternoon,one,Night,Mumbai,Economy,6.83,12,7958.0
128936,GO_FIRST,G8-792,Kolkata,Evening,one,Night,Mumbai,Economy,7.17,12,7958.0
128937,GO_FIRST,G8-102,Kolkata,Afternoon,one,Night,Mumbai,Economy,7.58,12,7958.0
128938,SpiceJet,SG-4027,Kolkata,Morning,one,Evening,Mumbai,Economy,8.67,12,7958.0
128939,GO_FIRST,G8-102,Kolkata,Afternoon,one,Night,Mumbai,Economy,8.92,12,7958.0
