Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
163860,Vistara,UK-870,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,11.33,38,4751.0
163861,Vistara,UK-890,Hyderabad,Evening,one,Early_Morning,Mumbai,Economy,14.25,38,4751.0
163862,AirAsia,I5-972,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,8.17,38,4449.0
163863,AirAsia,I5-1517,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,10.25,38,4449.0
163864,Vistara,UK-890,Hyderabad,Evening,one,Night,Mumbai,Economy,5.17,38,4961.0
163865,Vistara,UK-890,Hyderabad,Evening,one,Night,Mumbai,Economy,6.17,38,4961.0
163866,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,9.42,38,4961.0
163867,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,10.42,38,4961.0
163868,Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,12.5,38,4961.0
163869,Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,13.5,38,4961.0
163870,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,16.0,38,4961.0
163871,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,17.0,38,4961.0
163872,Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,5.75,38,4975.0
163873,Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Economy,6.17,38,4975.0
163874,Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,7.17,38,4975.0
163875,Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,8.17,38,4975.0
163876,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,9.67,38,4975.0
163877,Vistara,UK-870,Hyderabad,Night,one,Morning,Mumbai,Economy,15.0,38,4975.0
163878,Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,Economy,16.0,38,4975.0
163879,Air_India,AI-542,Hyderabad,Afternoon,one,Afternoon,Mumbai,Economy,23.67,38,4664.0
163880,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,13.5,38,4678.0
163881,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.75,38,4678.0
163882,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.67,38,4678.0
163883,Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Economy,10.25,38,4783.0
163884,Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Economy,12.25,38,4783.0
163885,Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Economy,13.33,38,4783.0
163886,Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Economy,14.42,38,4783.0
163887,Air_India,AI-840,Hyderabad,Night,one,Afternoon,Mumbai,Economy,16.0,38,4783.0
163888,Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Economy,16.83,38,4783.0
163889,Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Economy,17.92,38,4783.0
