Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
229800,Air_India,AI-629,Mumbai,Evening,one,Late_Night,Delhi,Business,8.67,48,32609.0
229801,Air_India,AI-627,Mumbai,Early_Morning,one,Late_Night,Delhi,Business,22.08,48,32609.0
229802,Vistara,UK-988,Mumbai,Night,zero,Night,Delhi,Business,2.08,48,34460.0
229803,Vistara,UK-960,Mumbai,Morning,zero,Afternoon,Delhi,Business,2.17,48,34460.0
229804,Vistara,UK-994,Mumbai,Morning,zero,Afternoon,Delhi,Business,2.25,48,34460.0
229805,Vistara,UK-944,Mumbai,Afternoon,zero,Evening,Delhi,Business,2.25,48,34460.0
229806,Vistara,UK-950,Mumbai,Night,zero,Late_Night,Delhi,Business,2.25,48,34460.0
229807,Vistara,UK-902,Mumbai,Afternoon,zero,Evening,Delhi,Business,2.33,48,34460.0
229808,Air_India,AI-649,Mumbai,Early_Morning,one,Night,Delhi,Business,16.42,48,35520.0
229809,Air_India,AI-649,Mumbai,Early_Morning,one,Early_Morning,Delhi,Business,24.67,48,35520.0
229810,Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Delhi,Business,10.5,48,36565.0
229811,Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Delhi,Business,13.92,48,36565.0
229812,Vistara,UK-651,Mumbai,Evening,one,Evening,Delhi,Business,24.42,48,36565.0
229813,Vistara,UK-930,Mumbai,Early_Morning,zero,Morning,Delhi,Business,2.17,48,36700.0
229814,Vistara,UK-996,Mumbai,Evening,zero,Night,Delhi,Business,2.17,48,36700.0
229815,Vistara,UK-940,Mumbai,Evening,zero,Night,Delhi,Business,2.17,48,36700.0
229816,Vistara,UK-970,Mumbai,Morning,zero,Morning,Delhi,Business,2.25,48,36700.0
229817,Vistara,UK-613,Mumbai,Afternoon,one,Evening,Delhi,Business,4.5,48,37405.0
229818,Air_India,AI-643,Mumbai,Afternoon,one,Evening,Delhi,Business,26.17,48,37244.0
229819,Air_India,AI-651,Mumbai,Morning,one,Night,Delhi,Business,10.58,48,37888.0
229820,Air_India,AI-637,Mumbai,Evening,one,Night,Delhi,Business,5.33,48,38394.0
229821,Air_India,AI-651,Mumbai,Morning,one,Night,Delhi,Business,10.58,48,39610.0
229822,Air_India,AI-652,Mumbai,Evening,one,Night,Delhi,Business,25.42,48,39610.0
229823,Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,Business,11.0,48,39847.0
229824,Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,Business,11.75,48,39847.0
229825,Vistara,UK-877,Mumbai,Morning,one,Afternoon,Delhi,Business,4.92,-48,41269.0
229826,Vistara,UK-873,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,6.17,48,41269.0
229827,Vistara,UK-873,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,9.33,48,41269.0
229828,Vistara,UK-877,Mumbai,Morning,one,Night,Delhi,Business,11.92,48,41269.0
229829,Vistara,UK-875,Mumbai,Evening,one,Morning,Delhi,Business,13.67,48,41269.0
