Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
147000,Vistara,UK-772,Kolkata,Morning,two_or_more,Night,Hyderabad,Economy,10.5,40,7455.0
147001,Air_India,AI-676,Kolkata,Morning,one,Night,Hyderabad,Economy,13.92,40,7176.0
147002,Air_India,AI-773,Kolkata,Evening,two_or_more,Morning,Hyderabad,Economy,17.25,40,7176.0
147003,Air_India,AI-773,Kolkata,Evening,two_or_more,Morning,Hyderabad,Economy,18.67,40,7176.0
147004,Air_India,AI-732,Kolkata,Afternoon,one,Morning,Hyderabad,Economy,21.5,40,7176.0
147005,Air_India,AI-732,Kolkata,Afternoon,one,Morning,Hyderabad,Economy,22.92,40,7176.0
147006,Vistara,UK-772,Kolkata,Morning,two_or_more,Night,Hyderabad,Economy,10.5,40,7572.0
147007,Vistara,UK-774,Kolkata,Night,one,Early_Morning,Hyderabad,Economy,11.25,40,7572.0
147008,Vistara,UK-776,Kolkata,Evening,one,Early_Morning,Hyderabad,Economy,14.25,40,7572.0
147009,Vistara,UK-774,Kolkata,Night,one,Afternoon,Hyderabad,Economy,15.67,40,7572.0
147010,Vistara,UK-776,Kolkata,Evening,one,Afternoon,Kolkata,Economy,18.67,40,7572.0
147011,Vistara,UK-772,Kolkata,Morning,two_or_more,Early_Morning,Hyderabad,Economy,21.42,40,7572.0
147012,Vistara,UK-774,Kolkata,Night,one,Night,Hyderabad,Economy,24.33,40,7572.0
147013,Vistara,UK-772,Kolkata,Morning,two_or_more,Afternoon,Hyderabad,Economy,25.83,40,7572.0
147014,Vistara,UK-776,Kolkata,Evening,one,Night,Hyderabad,Economy,27.33,40,7572.0
147015,Vistara,UK-772,Kolkata,Morning,two_or_more,Night,Hyderabad,Economy,12.5,40,8092.0
147016,Vistara,UK-772,Kolkata,Morning,two_or_more,Evening,Hyderabad,Economy,9.5,40,8220.0
147017,Indigo,6E-207,Kolkata,Morning,one,Evening,Hyderabad,Economy,7.83,40,8229.0
147018,Vistara,UK-772,Kolkata,Morning,two_or_more,Night,Hyderabad,Economy,12.5,40,8777.0
147019,Vistara,UK-706,Kolkata,Morning,one,Night,Hyderabad,Economy,10.67,40,9371.0
147020,Vistara,UK-706,Kolkata,Morning,one,Night,Hyderabad,Economy,10.67,40,9383.0
147021,SpiceJet,SG-3281,Kolkata,Afternoon,one,Night,Hyderabad,Economy,5.92,40,
147022,Indigo,6E-2474,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,7.67,40,9194.0
147023,Indigo,6E-2474,Kolkata,Early_Morning,one,Morning,Hyderabad,Economy,6.42,40,10883.0
147024,AirAsia,I5-510,Kolkata,Early_Morning,zero,Early_Morning,Hyderabad,Economy,2.08,41,2436.0
147025,Indigo,6E-6172,Kolkata,Night,zero,Late_Night,Hyderabad,Economy,2.17,41,2436.0
147026,Air_India,AI-526,Kolkata,Evening,zero,Night,Hyderabad,Economy,2.25,41,2436.0
147027,Indigo,6E-563,Kolkata,Morning,one,Afternoon,Hyderabad,Economy,5.08,41,2436.0
147028,Indigo,6E-294,Kolkata,Evening,one,Night,Hyderabad,Economy,6.17,41,2436.0
147029,Indigo,6E-292,Kolkata,Evening,one,Night,Hyderabad,Economy,7.0,41,2436.0
