Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
174090,Air_India,AI-9893,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,27.08,31,4133.0
174091,Indigo,6E-6151,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,5.67,31,4321.0
174092,Air_India,AI-840,Hyderabad,Night,one,Afternoon,Kolkata,Economy,15.67,31,4368.0
174093,Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Kolkata,Economy,20.25,31,4368.0
174094,Air_India,AI-840,Hyderabad,Night,one,Evening,Kolkata,Economy,22.33,31,4368.0
174095,Air_India,AI-840,Hyderabad,Night,one,Night,Kolkata,Economy,25.5,31,4368.0
174096,Air_India,AI-541,Hyderabad,Evening,one,Evening,Kolkata,Economy,26.92,31,4368.0
174097,Indigo,6E-266,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,7.83,31,4383.0
174098,Indigo,6E-6366,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,4.17,31,4390.0
174099,Indigo,6E-809,Hyderabad,Afternoon,one,Night,Kolkata,Economy,5.08,31,4390.0
174100,Indigo,6E-371,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,5.92,31,4390.0
174101,Indigo,6E-6467,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,6.08,31,4390.0
174102,Indigo,6E-879,Hyderabad,Morning,one,Evening,Kolkata,Economy,6.25,31,4390.0
174103,Indigo,6E-5211,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,6.25,31,4390.0
174104,Indigo,6E-2349,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,6.33,31,4390.0
174105,Indigo,6E-5369,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,6.42,31,4390.0
174106,Indigo,6E-2456,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,6.75,31,4390.0
174107,Indigo,6E-6319,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,6.92,31,4390.0
174108,Indigo,6E-2248,Hyderabad,Afternoon,one,Night,Kolkata,Economy,7.0,31,4390.0
174109,Indigo,6E-384,Hyderabad,Morning,one,Evening,Kolkata,Economy,7.25,31,4390.0
174110,Indigo,6E-6684,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,7.67,31,4390.0
174111,Indigo,6E-5369,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,7.75,31,4390.0
174112,Indigo,6E-5211,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,7.75,31,4390.0
174113,Air_India,AI-543,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,25.17,31,4788.0
174114,Air_India,AI-840,Hyderabad,Night,one,Morning,Kolkata,Economy,12.17,31,4789.0
174115,Air_India,AI-541,Hyderabad,Evening,one,Morning,Kolkata,Economy,16.75,31,4789.0
174116,Air_India,AI-840,Hyderabad,Night,one,Afternoon,Kolkata,Economy,17.67,31,4789.0
174117,Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Kolkata,Economy,22.25,31,4789.0
174118,Air_India,AI-508,Hyderabad,Afternoon,one,Early_Morning,Kolkata,Economy,16.17,31,5019.0
174119,Air_India,AI-9518,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,8.5,31,5029.0
