Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
169410,Air_India,AI-541,Hyderabad,Evening,one,Late_Night,Bangalore,Economy,7.92,38,6734.0
169411,Air_India,AI-543,Hyderabad,Morning,one,Night,Bangalore,Economy,8.75,38,6734.0
169412,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,9.75,38,6734.0
169413,Air_India,AI-543,Hyderabad,Morning,one,Late_Night,Bangalore,Economy,12.83,38,6734.0
169414,Air_India,AI-840,Hyderabad,Night,one,Afternoon,Bangalore,Economy,15.67,38,6734.0
169415,Air_India,AI-840,Hyderabad,Night,one,Night,Bangalore,Economy,23.25,38,6734.0
169416,Vistara,UK-890,Hyderabad,Evening,one,Night,Bangalore,Economy,5.67,38,7091.0
169417,Vistara,UK-830,Hyderabad,Morning,two_or_more,Evening,Bangalore,Economy,6.67,38,7091.0
169418,Vistara,UK-880,Hyderabad,Afternoon,two_or_more,Night,Bangalore,Economy,7.0,38,7091.0
169419,Vistara,UK-830,Hyderabad,Morning,two_or_more,Evening,Bangalore,Economy,8.5,38,7091.0
169420,Vistara,UK-880,Hyderabad,Afternoon,two_or_more,Night,Bangalore,Economy,9.25,38,7091.0
169421,Vistara,UK-880,Hyderabad,Afternoon,two_or_more,Night,Bangalore,Economy,9.92,38,7091.0
169422,Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,10.08,38,7091.0
169423,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,10.17,38,7091.0
169424,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,12.0,38,7091.0
169425,Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,12.33,38,7091.0
169426,Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,13.0,38,7091.0
169427,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,13.58,38,7091.0
169428,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,15.83,38,7091.0
169429,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,16.5,38,7091.0
169430,GO_FIRST,G8-424,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,14.92,38,7614.0
169431,Air_India,AI-9881,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.25,38,7797.0
169432,Vistara,UK-659,Hyderabad,Morning,one,Evening,Bangalore,Economy,7.25,38,8496.0
169433,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.75,38,10317.0
169434,GO_FIRST,G8-515,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,5.92,38,10117.0
169435,GO_FIRST,G8-515,Hyderabad,Morning,one,Night,Bangalore,Economy,13.08,38,10117.0
169436,Vistara,UK-659,Hyderabad,Morning,one,Night,Bangalore,Economy,9.42,38,10592.0
169437,Vistara,UK-874,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,7.5,38,13020.0
169438,Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,9.17,38,16157.0
169439,Vistara,UK-894,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1.0,39,1776.0
