Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
175830,Vistara,UK-830,Hyderabad,Morning,one,Morning,Kolkata,Economy,22.25,45,5960.0
175831,Vistara,UK-870,Hyderabad,Night,one,Evening,Kolkata,Economy,23.17,45,5960.0
175832,Vistara,UK-830,Hyderabad,Morning,one,Morning,Kolkata,Economy,23.5,45,5960.0
175833,Vistara,UK-890,Hyderabad,Evening,one,Evening,Kolkata,Economy,24.42,45,5960.0
175834,Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,25.33,45,5960.0
175835,Vistara,UK-890,Hyderabad,Evening,one,Evening,Kolkata,Economy,25.92,45,5960.0
175836,Vistara,UK-870,Hyderabad,Night,one,Night,Kolkata,Economy,26.33,45,5960.0
175837,Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,26.58,45,5960.0
175838,AirAsia,I5-517,Hyderabad,Morning,zero,Afternoon,Kolkata,Economy,2.08,45,5641.0
175839,GO_FIRST,G8-505,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,20.67,45,5699.0
175840,GO_FIRST,G8-426,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,9.5,45,5754.0
175841,GO_FIRST,G8-424,Hyderabad,Morning,one,Night,Kolkata,Economy,13.25,45,5754.0
175842,Vistara,UK-880,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,6.17,45,6170.0
175843,Vistara,UK-830,Hyderabad,Morning,one,Evening,Kolkata,Economy,9.5,45,6170.0
175844,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,12.58,45,6170.0
175845,Air_India,AI-543,Hyderabad,Morning,one,Evening,Kolkata,Economy,9.42,45,5983.0
175846,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,12.5,45,5983.0
175847,Air_India,AI-543,Hyderabad,Morning,one,Evening,Kolkata,Economy,8.83,45,6312.0
175848,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,11.92,45,6312.0
175849,SpiceJet,SG-3239,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,16.0,45,6595.0
175850,Vistara,UK-894,Hyderabad,Evening,two_or_more,Morning,Kolkata,Economy,15.17,45,7692.0
175851,Vistara,UK-894,Hyderabad,Evening,two_or_more,Evening,Kolkata,Economy,22.42,45,7692.0
175852,Vistara,UK-894,Hyderabad,Evening,two_or_more,Evening,Kolkata,Economy,25.42,45,7692.0
175853,Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,Economy,8.42,45,7767.0
175854,Vistara,UK-876,Hyderabad,Night,one,Morning,Kolkata,Economy,12.08,45,7767.0
175855,Vistara,UK-876,Hyderabad,Night,one,Evening,Kolkata,Economy,19.33,45,7767.0
175856,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,20.75,45,7767.0
175857,Vistara,UK-876,Hyderabad,Night,one,Evening,Kolkata,Economy,22.33,45,7767.0
175858,Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,28.0,45,7767.0
175859,Indigo,6E-283,Hyderabad,Evening,zero,Evening,Kolkata,Economy,2.25,45,7478.0
